experiment,experiment_label,negative_strategy,feature_set,model_name,feature_name,importance,abs_importance,rank
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,max_tumor_expression,0.07425805181264877,0.07425805181264877,5
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,mean_tumor_expression,0.07097675651311874,0.07097675651311874,6
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,missense_count,0.07070855051279068,0.07070855051279068,7
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,normal_lung_tpm,0.06815559417009354,0.06815559417009354,8
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,median_tumor_expression,0.06734910607337952,0.06734910607337952,9
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,nonsense_count,0.061908360570669174,0.061908360570669174,10
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,mutation_count,0.056511133909225464,0.056511133909225464,11
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,frameshift_count,0.05463775619864464,0.05463775619864464,12
D_clean_negatives_raw_plus_safety_raw,D) clean_negatives + raw_plus_safety_raw,clean_negatives,raw_plus_safety_raw,XGBoost,expression_detection_rate,0.0,0.0,13
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,mean_tumor_expression,-1.1541404736239802,1.1541404736239802,1
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,median_tumor_expression,0.9281444480940418,0.9281444480940418,2
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,mutation_count,-0.7584188012820795,0.7584188012820795,3
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,mutated_samples,0.47922875431015277,0.47922875431015277,4
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,ranking_score_v3,0.47569969046601507,0.47569969046601507,5
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,protein_impact_score,-0.361182428659194,0.361182428659194,6
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,mutated_patients,0.3160425808075233,0.3160425808075233,7
E_clean_negatives_derived_scores,E) clean_negatives + derived_scores,clean_negatives,derived_scores,LogisticRegressionElasticNet,mutation_frequency_score,0.3160425808074462,0.3160425808074462,8
